"","A1_1","A1_2","A1_3","B1_1","B1_2","B1_3","C1_1","C1_2","C1_3"
"Glyma.09G117700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G117800.Wm82.a2.v1",1,1,0,0,0,2,0,2,1
"Glyma.09G117900.Wm82.a2.v1",45,52,48,9,1,8,17,15,3
"Glyma.09G118000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G118100.Wm82.a2.v1",892,623,628,648,647,492,397,280,374
"Glyma.09G118200.Wm82.a2.v1",25,21,10,8,23,9,8,0,6
"Glyma.09G118300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G118400.Wm82.a2.v1",661,449,483,432,305,426,478,365,273
"Glyma.09G118500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G118600.Wm82.a2.v1",156,67,123,126,104,91,105,86,72
"Glyma.09G118700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G118800.Wm82.a2.v1",27,34,42,4,4,0,2,0,0
"Glyma.09G118900.Wm82.a2.v1",3,63,29,43,47,17,17,1,5
"Glyma.09G119000.Wm82.a2.v1",0,0,0,0,1,0,0,0,1
"Glyma.09G119100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G119200.Wm82.a2.v1",655,460,525,563,487,485,404,306,213
"Glyma.09G119300.Wm82.a2.v1",48,45,57,37,34,32,12,15,20
"Glyma.09G119400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G119500.Wm82.a2.v1",0,0,0,0,0,0,0,2,4
"Glyma.09G119600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G119700.Wm82.a2.v1",719,415,511,335,413,234,235,174,144
"Glyma.09G119800.Wm82.a2.v1",2,0,0,0,0,1,0,0,0
"Glyma.09G119900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G120000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G120100.Wm82.a2.v1",7,10,5,4,0,2,0,0,1
"Glyma.09G120200.Wm82.a2.v1",993,304,817,682,668,514,402,335,333
"Glyma.09G120300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G120400.Wm82.a2.v1",165,85,115,263,145,201,129,130,98
"Glyma.09G120500.Wm82.a2.v1",13,22,5,1,0,1,0,5,5
"Glyma.09G120600.Wm82.a2.v1",41,39,52,27,12,9,23,5,3
"Glyma.09G120700.Wm82.a2.v1",0,0,6,0,0,0,0,0,0
"Glyma.09G120800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G120900.Wm82.a2.v1",90,99,97,258,273,352,341,281,347
"Glyma.09G121000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G121100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G121200.Wm82.a2.v1",6,3,6,2,2,2,0,1,2
"Glyma.09G121300.Wm82.a2.v1",148,86,145,92,69,40,64,62,69
"Glyma.09G121400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G121500.Wm82.a2.v1",43,27,30,32,20,47,47,36,5
"Glyma.09G121600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G121700.Wm82.a2.v1",144,84,113,36,73,46,33,36,14
"Glyma.09G121800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G121900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G122000.Wm82.a2.v1",217,251,185,134,238,91,29,30,43
"Glyma.09G122100.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.09G122200.Wm82.a2.v1",0,0,0,0,0,4,0,0,0
"Glyma.09G122300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G122400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G122500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G122600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G122700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G122800.Wm82.a2.v1",4,21,6,18,2,9,9,4,6
"Glyma.09G122900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G123000.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.09G123100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G123200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G123300.Wm82.a2.v1",6,3,2,7,1,2,0,3,2
"Glyma.09G123400.Wm82.a2.v1",9,2,16,19,17,9,4,11,8
"Glyma.09G123500.Wm82.a2.v1",1354,640,887,982,569,642,577,476,403
"Glyma.09G123600.Wm82.a2.v1",230,120,196,104,141,82,146,103,49
"Glyma.09G123700.Wm82.a2.v1",65,74,31,9,11,8,1,7,4
"Glyma.09G123800.Wm82.a2.v1",6,0,1,8,6,4,55,57,13
"Glyma.09G123900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G124000.Wm82.a2.v1",0,0,0,4,4,0,0,1,0
"Glyma.09G124100.Wm82.a2.v1",4,7,1,0,0,5,0,0,0
"Glyma.09G124200.Wm82.a2.v1",92,14,43,0,6,0,5,9,2
"Glyma.09G124300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G124400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G124500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G124600.Wm82.a2.v1",95,34,35,3,15,0,2,4,3
"Glyma.09G124700.Wm82.a2.v1",0,1,2,0,0,0,0,0,0
"Glyma.09G124800.Wm82.a2.v1",144,78,91,60,76,18,113,92,49
"Glyma.09G124900.Wm82.a2.v1",9,34,19,28,17,27,10,12,15
"Glyma.09G125000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G125100.Wm82.a2.v1",6,0,0,1,0,1,0,3,0
"Glyma.09G125200.Wm82.a2.v1",0,0,0,5,6,2,1,2,0
"Glyma.09G125300.Wm82.a2.v1",0,0,0,0,0,1,0,0,0
"Glyma.09G125400.Wm82.a2.v1",80,37,59,28,79,33,36,28,21
"Glyma.09G125500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G125600.Wm82.a2.v1",4,1,1,1,1,0,0,0,0
"Glyma.09G125700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G125800.Wm82.a2.v1",330,304,258,333,244,316,135,110,128
"Glyma.09G125900.Wm82.a2.v1",0,0,0,2,0,0,4,4,2
"Glyma.09G126000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G126100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G126200.Wm82.a2.v1",3,0,1,0,0,0,1,0,0
"Glyma.09G126300.Wm82.a2.v1",1902,1426,1651,3801,2808,3016,2641,1676,1570
"Glyma.09G126400.Wm82.a2.v1",173,97,70,98,125,120,10,4,17
"Glyma.09G126500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G126600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G126700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G126800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G126900.Wm82.a2.v1",0,0,1,24,20,9,22,21,12
"Glyma.09G127000.Wm82.a2.v1",315,125,165,130,192,103,243,251,50
"Glyma.09G127100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G127200.Wm82.a2.v1",5,0,6,1,0,0,9,3,0
"Glyma.09G127300.Wm82.a2.v1",5,0,2,0,6,1,0,0,0
"Glyma.09G127400.Wm82.a2.v1",0,2,0,0,0,2,0,0,0
"Glyma.09G127500.Wm82.a2.v1",0,6,0,1,3,2,1,1,0
"Glyma.09G127600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G127700.Wm82.a2.v1",157,85,76,23,21,17,41,16,11
"Glyma.09G127800.Wm82.a2.v1",13,4,0,0,1,1,1,1,0
"Glyma.09G127900.Wm82.a2.v1",11,26,11,44,34,42,16,6,44
"Glyma.09G128000.Wm82.a2.v1",0,0,1,9,8,7,3,1,2
"Glyma.09G128100.Wm82.a2.v1",50,46,9,35,34,43,38,14,28
"Glyma.09G128200.Wm82.a2.v1",0,0,6,0,0,0,0,0,0
"Glyma.09G128300.Wm82.a2.v1",0,0,1,2,1,0,0,0,0
"Glyma.09G128400.Wm82.a2.v1",11,28,2,4,4,8,0,0,8
"Glyma.09G128500.Wm82.a2.v1",240,199,197,189,194,249,169,164,160
"Glyma.09G128600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G128700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G128800.Wm82.a2.v1",943,465,541,437,457,429,483,345,275
"Glyma.09G128900.Wm82.a2.v1",0,0,1,0,0,1,0,0,0
"Glyma.09G129000.Wm82.a2.v1",2573,2691,2192,2220,2354,1762,1204,941,1105
"Glyma.09G129100.Wm82.a2.v1",15,2,11,1,3,0,0,0,1
"Glyma.09G129200.Wm82.a2.v1",0,0,6,0,0,0,1,0,0
"Glyma.09G129300.Wm82.a2.v1",425,127,274,307,253,218,316,229,196
"Glyma.09G129400.Wm82.a2.v1",54,66,54,64,75,119,87,89,78
"Glyma.09G129500.Wm82.a2.v1",283,116,250,233,231,263,102,126,108
"Glyma.09G129600.Wm82.a2.v1",289,248,251,214,245,152,104,62,46
"Glyma.09G129700.Wm82.a2.v1",0,0,0,0,0,0,0,0,4
"Glyma.09G129800.Wm82.a2.v1",6,24,12,12,3,19,9,2,21
"Glyma.09G129900.Wm82.a2.v1",0,0,0,6,0,0,0,0,0
"Glyma.09G130000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G130100.Wm82.a2.v1",0,6,0,1,0,0,0,0,0
"Glyma.09G130200.Wm82.a2.v1",0,0,0,1,0,2,0,0,4
"Glyma.09G130300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G130400.Wm82.a2.v1",125,67,104,29,29,33,104,58,3
"Glyma.09G130500.Wm82.a2.v1",0,8,11,4,0,2,0,0,0
"Glyma.09G130600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G130700.Wm82.a2.v1",4,3,5,1,4,0,2,5,0
"Glyma.09G130800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G130900.Wm82.a2.v1",0,0,0,2,4,13,5,1,0
"Glyma.09G131000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G131100.Wm82.a2.v1",10,33,29,7,14,7,11,2,11
"Glyma.09G131200.Wm82.a2.v1",0,4,0,0,0,0,0,0,0
"Glyma.09G131300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G131400.Wm82.a2.v1",155,156,126,123,86,120,106,107,72
"Glyma.09G131500.Wm82.a2.v1",1790,690,1477,191,257,39,436,370,17
"Glyma.09G131600.Wm82.a2.v1",372,250,260,199,205,166,129,97,64
"Glyma.09G131700.Wm82.a2.v1",7,18,0,0,0,0,0,1,0
"Glyma.09G131800.Wm82.a2.v1",1108,1042,927,777,760,765,513,402,480
"Glyma.09G131900.Wm82.a2.v1",23,40,47,10,2,4,113,82,10
"Glyma.09G132000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G132100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G132200.Wm82.a2.v1",378,412,352,201,220,174,124,66,32
"Glyma.09G132300.Wm82.a2.v1",546,452,436,284,316,192,110,79,113
"Glyma.09G132400.Wm82.a2.v1",1,1,0,0,0,0,1,1,1
"Glyma.09G132500.Wm82.a2.v1",735,560,628,463,587,386,388,291,217
"Glyma.09G132600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G132700.Wm82.a2.v1",9,7,6,6,16,0,0,0,0
"Glyma.09G132800.Wm82.a2.v1",453,273,303,214,197,205,306,272,236
"Glyma.09G132900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G133000.Wm82.a2.v1",58,29,37,23,16,43,13,3,4
"Glyma.09G133100.Wm82.a2.v1",115,59,121,44,85,51,33,20,23
"Glyma.09G133200.Wm82.a2.v1",189,137,166,251,195,227,198,187,139
"Glyma.09G133300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G133400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G133500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G133600.Wm82.a2.v1",1718,1483,1425,675,557,380,446,298,163
"Glyma.09G133700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G133800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G133900.Wm82.a2.v1",1559,923,1503,1046,1283,1585,786,752,488
"Glyma.09G134000.Wm82.a2.v1",1,0,0,0,0,0,1,0,0
"Glyma.09G134100.Wm82.a2.v1",24,0,11,4,1,1,0,2,7
"Glyma.09G134200.Wm82.a2.v1",2,0,16,0,0,4,0,0,8
"Glyma.09G134300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G134400.Wm82.a2.v1",0,8,0,0,0,0,0,0,0
"Glyma.09G134500.Wm82.a2.v1",2832,2427,1844,1052,1208,567,526,316,156
"Glyma.09G134600.Wm82.a2.v1",2071,1272,1444,706,515,394,233,205,171
"Glyma.09G134700.Wm82.a2.v1",452,314,388,525,377,344,399,287,302
"Glyma.09G134800.Wm82.a2.v1",6,2,4,1,17,5,5,5,3
"Glyma.09G134900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G135000.Wm82.a2.v1",0,0,0,0,1,0,0,0,0
"Glyma.09G135100.Wm82.a2.v1",577,321,463,415,342,342,308,229,275
"Glyma.09G135200.Wm82.a2.v1",120,102,61,81,109,87,25,24,31
"Glyma.09G135300.Wm82.a2.v1",0,13,0,3,25,39,2,7,7
"Glyma.09G135400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G135500.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.09G135600.Wm82.a2.v1",12,0,2,0,0,7,1,3,2
"Glyma.09G135700.Wm82.a2.v1",0,0,4,1,0,0,0,0,0
"Glyma.09G135800.Wm82.a2.v1",270,217,217,156,293,238,190,170,128
"Glyma.09G135900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G136000.Wm82.a2.v1",183,125,142,69,113,58,39,17,15
"Glyma.09G136100.Wm82.a2.v1",30,17,33,1,12,7,3,13,11
"Glyma.09G136200.Wm82.a2.v1",0,37,8,275,206,303,152,154,158
"Glyma.09G136300.Wm82.a2.v1",0,0,0,12,9,14,3,6,4
"Glyma.09G136400.Wm82.a2.v1",638,268,535,96,125,107,31,12,38
"Glyma.09G136500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G136600.Wm82.a2.v1",81,77,43,44,49,35,33,35,11
"Glyma.09G136700.Wm82.a2.v1",296,330,264,245,231,240,131,154,133
"Glyma.09G136800.Wm82.a2.v1",736,440,660,786,570,621,400,310,399
"Glyma.09G136900.Wm82.a2.v1",264,155,260,231,199,192,171,115,171
"Glyma.09G137000.Wm82.a2.v1",6,18,27,124,87,107,101,99,65
"Glyma.09G137100.Wm82.a2.v1",0,0,0,1,0,0,0,0,0
"Glyma.09G137200.Wm82.a2.v1",2450,1515,2168,3238,2365,3018,2032,1731,2079
"Glyma.09G137300.Wm82.a2.v1",7,11,4,17,18,8,17,11,17
"Glyma.09G137400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G137500.Wm82.a2.v1",0,10,3,3,1,2,0,0,2
"Glyma.09G137600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G137700.Wm82.a2.v1",0,0,0,1,0,0,0,0,1
"Glyma.09G137800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G137900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G138000.Wm82.a2.v1",0,4,19,24,5,11,260,237,1
"Glyma.09G138100.Wm82.a2.v1",144,53,75,232,94,87,241,142,14
"Glyma.09G138200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G138300.Wm82.a2.v1",19,47,13,115,130,177,82,52,83
"Glyma.09G138400.Wm82.a2.v1",123,136,106,138,197,166,54,36,36
"Glyma.09G138500.Wm82.a2.v1",27,32,35,11,18,16,0,0,9
"Glyma.09G138600.Wm82.a2.v1",351,313,277,194,303,206,385,242,140
"Glyma.09G138700.Wm82.a2.v1",4,6,5,0,0,0,1,1,0
"Glyma.09G138800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G138900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G139000.Wm82.a2.v1",0,0,0,0,0,0,1,0,0
"Glyma.09G139100.Wm82.a2.v1",18,0,8,0,0,0,0,0,0
"Glyma.09G139200.Wm82.a2.v1",94,51,64,81,144,181,720,697,100
"Glyma.09G139300.Wm82.a2.v1",2,0,0,0,0,0,59,44,24
"Glyma.09G139400.Wm82.a2.v1",2,1,1,1,0,1,24,7,1
"Glyma.09G139500.Wm82.a2.v1",0,0,2,0,0,1,0,0,0
"Glyma.09G139600.Wm82.a2.v1",305,147,178,208,342,330,241,136,227
"Glyma.09G139700.Wm82.a2.v1",14,10,8,4,14,4,1,1,2
"Glyma.09G139800.Wm82.a2.v1",0,0,0,4,0,0,0,0,0
"Glyma.09G139900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G140000.Wm82.a2.v1",18,12,10,3,7,1,0,0,1
"Glyma.09G140100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G140200.Wm82.a2.v1",4,0,0,0,0,0,2,0,0
"Glyma.09G140300.Wm82.a2.v1",1571,1512,1450,1788,1602,1591,1226,885,1037
"Glyma.09G140400.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.09G140500.Wm82.a2.v1",269,198,356,288,251,344,193,157,230
"Glyma.09G140600.Wm82.a2.v1",74,24,67,29,66,37,12,19,51
"Glyma.09G140700.Wm82.a2.v1",532,261,334,45,133,55,71,25,18
"Glyma.09G140800.Wm82.a2.v1",1068,801,1341,694,352,474,99,132,74
"Glyma.09G140900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G141000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G141100.Wm82.a2.v1",68,28,48,3,4,5,2,0,1
"Glyma.09G141200.Wm82.a2.v1",62,29,34,5,3,4,1,0,1
"Glyma.09G141300.Wm82.a2.v1",71,31,54,2,5,4,2,0,1
"Glyma.09G141400.Wm82.a2.v1",38,15,38,0,3,3,1,0,0
"Glyma.09G141500.Wm82.a2.v1",34,17,16,1,1,2,1,0,0
"Glyma.09G141600.Wm82.a2.v1",38,22,23,6,0,2,0,0,1
"Glyma.09G141700.Wm82.a2.v1",50,17,40,3,2,4,3,0,1
"Glyma.09G141800.Wm82.a2.v1",42,13,33,7,7,3,2,1,2
"Glyma.09G141900.Wm82.a2.v1",12,0,0,0,2,0,1,0,0
"Glyma.09G142000.Wm82.a2.v1",71,29,78,85,57,52,55,27,27
"Glyma.09G142100.Wm82.a2.v1",186,122,184,117,131,126,170,117,91
"Glyma.09G142200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G142300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G142400.Wm82.a2.v1",1,0,0,0,0,0,0,0,2
"Glyma.09G142500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G142600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G142700.Wm82.a2.v1",44,119,53,37,175,172,222,170,17
"Glyma.09G142800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G142900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G143000.Wm82.a2.v1",117,134,64,183,120,201,34,11,30
"Glyma.09G143100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G143200.Wm82.a2.v1",634,554,622,419,345,189,574,404,164
"Glyma.09G143300.Wm82.a2.v1",17,16,19,21,12,23,10,2,16
"Glyma.09G143400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G143500.Wm82.a2.v1",0,0,0,0,1,0,0,0,0
"Glyma.09G143600.Wm82.a2.v1",275,129,203,197,190,147,167,121,72
"Glyma.09G143700.Wm82.a2.v1",338,91,152,116,74,78,45,46,38
"Glyma.09G143800.Wm82.a2.v1",149,134,192,130,153,79,208,162,88
"Glyma.09G143900.Wm82.a2.v1",453,263,357,290,223,280,229,130,59
"Glyma.09G144000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G144100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G144200.Wm82.a2.v1",508,356,418,88,53,38,0,1,14
"Glyma.09G144300.Wm82.a2.v1",125,82,96,49,71,25,68,82,34
"Glyma.09G144400.Wm82.a2.v1",11,0,0,0,0,2,0,0,0
"Glyma.09G144500.Wm82.a2.v1",13,6,13,15,8,20,5,4,0
"Glyma.09G144600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G144700.Wm82.a2.v1",37,33,46,6,0,6,4,4,0
"Glyma.09G144800.Wm82.a2.v1",2,2,1,17,11,11,46,40,40
"Glyma.09G144900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G145000.Wm82.a2.v1",0,0,0,1,0,4,0,6,0
"Glyma.09G145100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G145200.Wm82.a2.v1",8,0,0,7,1,1,5,1,4
"Glyma.09G145300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G145400.Wm82.a2.v1",5,0,1,2,0,0,1,1,1
"Glyma.09G145500.Wm82.a2.v1",0,1,0,0,0,0,0,0,0
"Glyma.09G145600.Wm82.a2.v1",0,0,8,6,0,13,1,1,2
"Glyma.09G145700.Wm82.a2.v1",1,6,11,42,33,4,13,19,0
"Glyma.09G145800.Wm82.a2.v1",84,84,53,112,81,92,17,32,36
"Glyma.09G145900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G146000.Wm82.a2.v1",35,9,12,4,1,1,0,0,1
"Glyma.09G146100.Wm82.a2.v1",17,3,6,6,1,5,2,0,9
"Glyma.09G146200.Wm82.a2.v1",924,492,723,643,401,454,395,350,317
"Glyma.09G146300.Wm82.a2.v1",1,0,1,0,2,0,0,1,1
"Glyma.09G146400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G146500.Wm82.a2.v1",473,440,450,468,472,464,533,367,82
"Glyma.09G146600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G146700.Wm82.a2.v1",603,524,529,537,613,601,808,601,164
"Glyma.09G146800.Wm82.a2.v1",4,0,2,1,0,8,0,1,0
"Glyma.09G146900.Wm82.a2.v1",1,0,2,0,0,1,0,0,0
"Glyma.09G147000.Wm82.a2.v1",2,1,3,2,3,4,4,2,3
"Glyma.09G147100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G147200.Wm82.a2.v1",8,9,10,4,4,0,0,0,0
"Glyma.09G147300.Wm82.a2.v1",782,498,647,768,820,556,581,456,429
"Glyma.09G147400.Wm82.a2.v1",161,198,201,278,167,178,98,117,94
"Glyma.09G147500.Wm82.a2.v1",24,57,16,10,23,45,20,16,13
"Glyma.09G147600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G147700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G147800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G147900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G148000.Wm82.a2.v1",545,347,415,297,442,360,237,176,122
"Glyma.09G148100.Wm82.a2.v1",252,76,99,165,182,152,181,128,77
"Glyma.09G148200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G148300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G148400.Wm82.a2.v1",0,0,1,0,0,0,0,0,0
"Glyma.09G148500.Wm82.a2.v1",48,32,50,30,35,37,42,27,26
"Glyma.09G148600.Wm82.a2.v1",1,0,1,0,2,1,0,0,0
"Glyma.09G148700.Wm82.a2.v1",1083,1617,1037,1387,1344,1335,552,338,655
"Glyma.09G148800.Wm82.a2.v1",0,0,0,0,0,0,0,1,0
"Glyma.09G148900.Wm82.a2.v1",94,28,70,89,69,62,79,56,30
"Glyma.09G149000.Wm82.a2.v1",0,0,4,0,0,0,0,0,0
"Glyma.09G149100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G149200.Wm82.a2.v1",107,140,66,172,148,121,113,133,142
"Glyma.09G149300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G149400.Wm82.a2.v1",73,32,54,26,23,18,10,3,11
"Glyma.09G149500.Wm82.a2.v1",147,128,151,158,192,160,141,131,129
"Glyma.09G149600.Wm82.a2.v1",486,401,375,293,336,203,88,52,64
"Glyma.09G149700.Wm82.a2.v1",69,6,19,0,1,1,1,0,4
"Glyma.09G149800.Wm82.a2.v1",0,0,1,0,0,0,0,0,0
"Glyma.09G149900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G150000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G150100.Wm82.a2.v1",211,54,105,51,56,59,23,11,34
"Glyma.09G150200.Wm82.a2.v1",319,306,327,389,331,289,346,267,302
"Glyma.09G150300.Wm82.a2.v1",1,0,8,0,12,0,0,0,0
"Glyma.09G150400.Wm82.a2.v1",30,32,10,3,8,2,1,0,0
"Glyma.09G150500.Wm82.a2.v1",0,0,0,0,2,4,0,3,0
"Glyma.09G150600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G150700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G150800.Wm82.a2.v1",0,7,0,0,0,0,0,0,0
"Glyma.09G150900.Wm82.a2.v1",0,0,5,0,0,0,0,0,2
"Glyma.09G151000.Wm82.a2.v1",0,8,0,0,0,0,0,0,0
"Glyma.09G151100.Wm82.a2.v1",9,0,2,0,0,0,0,0,0
"Glyma.09G151200.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.09G151300.Wm82.a2.v1",0,0,0,0,0,1,0,1,0
"Glyma.09G151400.Wm82.a2.v1",0,0,0,0,0,0,0,0,2
"Glyma.09G151500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G151600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G151700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G151800.Wm82.a2.v1",287,250,282,354,291,287,259,238,280
"Glyma.09G151900.Wm82.a2.v1",554,608,496,279,370,352,201,163,193
"Glyma.09G152000.Wm82.a2.v1",229,256,219,144,195,172,142,130,102
"Glyma.09G152100.Wm82.a2.v1",167,233,153,113,159,132,90,89,33
"Glyma.09G152200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.09G152300.Wm82.a2.v1",169,86,217,88,123,43,103,85,33
