,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
Glyma.14G088700,33.08993435,1.550649752,0.480172527,3.229359588,0.001240678,0.044103258,FDR < 0.05
Glyma.18G234300,26.03186937,-1.550394716,0.356483612,-4.349133212,1.37E-05,0.00176797,FDR < 0.05
Glyma.09G252900,119.6272673,1.548404988,0.358717422,4.316503441,1.59E-05,0.002001868,FDR < 0.05
Glyma.18G275300,62.55275914,1.547556588,0.423133366,3.657373099,0.000254813,0.014737164,FDR < 0.05
Glyma.11G040900,130.7930415,1.544409397,0.313981738,4.918787337,8.71E-07,0.000231725,FDR < 0.05
Glyma.02G124000,134.6532677,-1.533937624,0.391055519,-3.922557152,8.76E-05,0.006814146,FDR < 0.05
Glyma.12G117300,23.37731008,1.505240265,0.326706695,4.607313803,4.08E-06,0.000693884,FDR < 0.05
Glyma.14G011100,163.4856865,1.504089479,0.369961702,4.065527515,4.79E-05,0.00436518,FDR < 0.05
Glyma.08G206200,94.86250597,1.501460103,0.438920868,3.420799083,0.000624374,0.028331844,FDR < 0.05
Glyma.15G107100,54.21312353,1.501441732,0.440653105,3.40731,0.000656066,0.029295567,FDR < 0.05
Glyma.03G008800,175.8979375,1.497445726,0.366059882,4.090712472,4.30E-05,0.004055971,FDR < 0.05
Glyma.14G206100,128.9252245,1.483927145,0.314313879,4.721163276,2.34E-06,0.000455002,FDR < 0.05
Glyma.05G217000,31.40376525,-1.481623336,0.370358533,-4.000510867,6.32E-05,0.005367886,FDR < 0.05
Glyma.19G105500,80.02950221,1.462773424,0.413368158,3.538669814,0.000402149,0.020300327,FDR < 0.05
Glyma.08G027600,3483.69076,1.458874585,0.264216674,5.521508393,3.36E-08,1.90E-05,FDR < 0.05
Glyma.08G063800,32.25081801,-1.458087297,0.397962852,-3.663877899,0.000248425,0.014483308,FDR < 0.05
Glyma.07G238700,209.5398864,1.457534848,0.347417699,4.195338497,2.72E-05,0.002925184,FDR < 0.05
Glyma.15G213700,23.1121202,-1.456731092,0.456362279,-3.192049738,0.00141267,0.048460046,FDR < 0.05
Glyma.14G061700,48.62584127,1.452927508,0.331240799,4.386318089,1.15E-05,0.001556104,FDR < 0.05
Glyma.10G232200,150.3222024,1.443590845,0.361322364,3.995298901,6.46E-05,0.005467335,FDR < 0.05
Glyma.17G156700,52.7716176,1.442421866,0.338520977,4.260952688,2.04E-05,0.002369789,FDR < 0.05
Glyma.19G016100,36.59215899,1.438530952,0.452453285,3.179402162,0.001475792,0.049935647,FDR < 0.05
Glyma.05G107000,57.88618425,-1.434536886,0.448837855,-3.196113852,0.001392921,0.048048049,FDR < 0.05
Glyma.01G223100,155.8994293,1.413659404,0.174971929,8.079349686,6.51E-16,2.21E-12,FDR < 0.05
Glyma.14G092100,1248.960056,1.400988693,0.289292484,4.842810555,1.28E-06,0.000307683,FDR < 0.05
Glyma.07G104100,19.82297979,1.396970372,0.357559029,3.906964328,9.35E-05,0.007120386,FDR < 0.05
Glyma.01G183300,163.6627483,1.393057722,0.327662158,4.251506284,2.12E-05,0.002449047,FDR < 0.05
Glyma.20G067300,136.3890786,-1.388654055,0.359572379,-3.861959749,0.000112481,0.008042938,FDR < 0.05
Glyma.20G230100,313.6297534,1.386803111,0.25397819,5.460323636,4.75E-08,2.36E-05,FDR < 0.05
Glyma.U003600,22.80388426,-1.383701623,0.301026588,-4.596609324,4.29E-06,0.000716351,FDR < 0.05
Glyma.16G040100,149.8228456,1.380983868,0.272233055,5.072800096,3.92E-07,0.000124818,FDR < 0.05
Glyma.07G192400,95.91302488,1.378806909,0.341822782,4.033689331,5.49E-05,0.004790489,FDR < 0.05
Glyma.19G200800,25.02561868,1.372700075,0.409647276,3.350931775,0.000805401,0.033487081,FDR < 0.05
Glyma.19G028800,3812.174699,1.371560267,0.265958924,5.157037969,2.51E-07,8.90E-05,FDR < 0.05
Glyma.12G079500,433.94048,1.368849946,0.262526287,5.214144304,1.85E-07,6.90E-05,FDR < 0.05
Glyma.19G215800,68.28840842,-1.368601218,0.332510558,-4.11596319,3.86E-05,0.003840607,FDR < 0.05
Glyma.10G268500,1120.695112,1.36621208,0.303170587,4.506413671,6.59E-06,0.001006659,FDR < 0.05
Glyma.11G136200,27.89930675,-1.363201857,0.281796235,-4.837544609,1.31E-06,0.00031192,FDR < 0.05
Glyma.05G221100,4720.348878,1.359385745,0.254345951,5.344632919,9.06E-08,3.88E-05,FDR < 0.05
Glyma.04G151600,547.703528,1.355357052,0.411427256,3.294281145,0.000986738,0.038204607,FDR < 0.05
Glyma.15G052500,1448.413179,1.354108724,0.287981141,4.702074315,2.58E-06,0.00048455,FDR < 0.05
Glyma.02G009500,122.7644966,-1.35060926,0.406084888,-3.325928394,0.000881246,0.035247766,FDR < 0.05
Glyma.13G057400,959.2321974,1.350214504,0.296348844,4.556165915,5.21E-06,0.000843816,FDR < 0.05
Glyma.16G173100,3616.416748,1.347161712,0.28272843,4.764861153,1.89E-06,0.000395528,FDR < 0.05
Glyma.15G262800,60.03845218,-1.344954297,0.330424108,-4.070387923,4.69E-05,0.004328003,FDR < 0.05
Glyma.18G284600,1410.391759,1.343100958,0.215883826,6.221406125,4.93E-10,5.74E-07,FDR < 0.05
Glyma.08G336900,96.23872452,1.336605665,0.277587724,4.815074831,1.47E-06,0.000332226,FDR < 0.05
Glyma.05G073800,36.72453777,-1.329022594,0.410833733,-3.234940288,0.001216682,0.043709027,FDR < 0.05
Glyma.19G260000,528.7063197,1.327491588,0.275309764,4.821810776,1.42E-06,0.000329179,FDR < 0.05
Glyma.05G211700,45.80776488,1.324354821,0.376013495,3.522093859,0.000428153,0.021352603,FDR < 0.05
Glyma.06G019000,437.0902069,-1.317550499,0.340362973,-3.871015954,0.000108383,0.007847123,FDR < 0.05
Glyma.17G000100,13.85647672,-1.316509288,0.38461441,-3.422932824,0.000619494,0.028179028,FDR < 0.05
Glyma.07G018800,260.6136968,1.314932729,0.333978894,3.937173131,8.24E-05,0.006479927,FDR < 0.05
Glyma.01G198700,297.6456669,1.31346289,0.344279649,3.81510465,0.000136125,0.009194753,FDR < 0.05
Glyma.16G101900,65.74825919,1.310686237,0.324417923,4.040116597,5.34E-05,0.004705157,FDR < 0.05
Glyma.07G040000,41.67300651,-1.310188109,0.397397519,-3.296920709,0.000977511,0.037998111,FDR < 0.05
Glyma.06G087100,511.5150253,1.309260213,0.245698893,5.328718405,9.89E-08,4.14E-05,FDR < 0.05
Glyma.08G212300,20.93226459,1.305875975,0.335119663,3.896745311,9.75E-05,0.007307934,FDR < 0.05
Glyma.02G116900,15.94649726,-1.3032282,0.402764911,-3.235704412,0.00121343,0.043709027,FDR < 0.05
Glyma.11G239200,450.5971259,1.301338726,0.307915055,4.226291332,2.38E-05,0.00266115,FDR < 0.05
Glyma.02G206600,45.36533279,1.297434769,0.393727408,3.295261502,0.000983301,0.038158236,FDR < 0.05
Glyma.05G210300,22.50546655,1.297062749,0.354647822,3.657326131,0.00025486,0.014737164,FDR < 0.05
Glyma.15G250800,118.142942,-1.296692677,0.315956879,-4.104017866,4.06E-05,0.00394947,FDR < 0.05
Glyma.18G009200,3066.532566,1.295165121,0.240040332,5.395614614,6.83E-08,3.22E-05,FDR < 0.05
Glyma.02G145000,93.67917765,1.29372105,0.398183171,3.249060089,0.00115787,0.042708213,FDR < 0.05
Glyma.10G063900,34.04580002,-1.293584313,0.380460376,-3.400050028,0.000673735,0.029832189,FDR < 0.05
Glyma.14G170700,23.04669809,1.292744364,0.401404885,3.220549656,0.00127945,0.04513697,FDR < 0.05
Glyma.08G213900,23.1378788,-1.289751462,0.280626168,-4.595977171,4.31E-06,0.000716351,FDR < 0.05
Glyma.18G195900,1177.329456,1.286682309,0.229843912,5.598069992,2.17E-08,1.39E-05,FDR < 0.05
Glyma.20G122500,781.9345679,1.285653089,0.266941928,4.816227624,1.46E-06,0.000332226,FDR < 0.05
Glyma.14G077600,150.1033002,1.283609226,0.240205516,5.343795797,9.10E-08,3.88E-05,FDR < 0.05
Glyma.12G153000,715.1346072,1.27858516,0.308317178,4.146979966,3.37E-05,0.003455163,FDR < 0.05
Glyma.04G035500,80.4130371,-1.275458239,0.396587115,-3.216085931,0.001299519,0.045558437,FDR < 0.05
Glyma.04G008300,120.7951161,-1.274244263,0.372008908,-3.425305781,0.000614108,0.028002415,FDR < 0.05
Glyma.12G013200,185.9579869,1.271699457,0.291115955,4.368360557,1.25E-05,0.001652834,FDR < 0.05
Glyma.05G151200,102.1736041,1.269985359,0.367246817,3.458124893,0.000543949,0.025618561,FDR < 0.05
Glyma.07G241600,1935.633174,1.264848856,0.266063718,4.753932134,1.99E-06,0.000409128,FDR < 0.05
Glyma.07G113500,74.26711275,1.263979278,0.330289905,3.826878326,0.000129779,0.008924537,FDR < 0.05
Glyma.11G248000,2979.065417,1.263213714,0.248784153,5.077548948,3.82E-07,0.00012339,FDR < 0.05
Glyma.03G168700,5656.124706,1.259201678,0.270397229,4.656858659,3.21E-06,0.000572305,FDR < 0.05
Glyma.06G156000,111.1073742,1.255815827,0.212998608,5.895887479,3.73E-09,3.31E-06,FDR < 0.05
Glyma.13G082300,87.39031567,-1.255479605,0.345606655,-3.632683533,0.000280489,0.015666169,FDR < 0.05
Glyma.08G259500,924.4916409,1.252948789,0.216522566,5.786689162,7.18E-09,5.69E-06,FDR < 0.05
Glyma.18G260300,35.66597486,1.25267248,0.371521538,3.371735826,0.000746961,0.031872525,FDR < 0.05
Glyma.19G224400,25.52683617,-1.252130269,0.323242886,-3.873651433,0.000107217,0.007831867,FDR < 0.05
Glyma.02G141100,63.36573055,1.250466553,0.293332189,4.26297079,2.02E-05,0.002362309,FDR < 0.05
Glyma.18G156100,1176.139994,1.243424209,0.248395138,5.005831507,5.56E-07,0.000164454,FDR < 0.05
Glyma.13G220000,2327.007232,1.241317759,0.27505447,4.512988854,6.39E-06,0.000983464,FDR < 0.05
Glyma.03G190400,39.5937862,1.238120199,0.29639573,4.177253841,2.95E-05,0.003113819,FDR < 0.05
Glyma.10G113500,167.3443153,1.224608104,0.300627821,4.07350225,4.63E-05,0.004313213,FDR < 0.05
Glyma.09G182000,58.3866159,1.22358778,0.358265154,3.415313395,0.000637087,0.028632534,FDR < 0.05
Glyma.02G186600,186.5173321,1.222622671,0.298025415,4.10241076,4.09E-05,0.003949754,FDR < 0.05
Glyma.03G113200,143.8822866,-1.220698524,0.376552862,-3.241771996,0.00118789,0.04325871,FDR < 0.05
Glyma.09G228700,37.04927453,1.220694624,0.288852697,4.22601083,2.38E-05,0.00266115,FDR < 0.05
Glyma.09G266000,37.6562665,-1.212527113,0.327588707,-3.701370311,0.000214438,0.013118253,FDR < 0.05
Glyma.08G179900,1095.959917,1.211861457,0.264537778,4.581052533,4.63E-06,0.000756042,FDR < 0.05
Glyma.09G061900,428.7663803,1.211744744,0.248712832,4.872063631,1.10E-06,0.000274285,FDR < 0.05
Glyma.01G211500,28.57771117,-1.211601668,0.360623339,-3.359742802,0.000780151,0.032686366,FDR < 0.05
Glyma.13G304100,610.8461365,1.21001495,0.314393418,3.848728634,0.000118732,0.008345771,FDR < 0.05
Glyma.01G153300,101.2989999,1.205882752,0.36137144,3.336961963,0.000846995,0.034511156,FDR < 0.05
Glyma.12G051300,41.1474131,1.198212186,0.272904822,4.390586353,1.13E-05,0.001537005,FDR < 0.05
Glyma.20G022900,893.9713226,1.197422312,0.245378022,4.879908568,1.06E-06,0.000267159,FDR < 0.05
Glyma.09G280900,88.54154251,1.191433408,0.348853138,3.415286486,0.00063715,0.028632534,FDR < 0.05
Glyma.15G100200,31.56427659,-1.185222849,0.282686188,-4.19271581,2.76E-05,0.002950717,FDR < 0.05
Glyma.20G228900,361.2667658,1.185108756,0.208353492,5.687971656,1.29E-08,8.77E-06,FDR < 0.05
Glyma.09G169100,17.01277772,-1.18436768,0.359978508,-3.29010664,0.001001494,0.038510122,FDR < 0.05
Glyma.02G302800,278.7879702,1.183209106,0.288691898,4.09851858,4.16E-05,0.003961719,FDR < 0.05
Glyma.03G167900,175.6870216,1.181306914,0.265047969,4.456955172,8.31E-06,0.001200387,FDR < 0.05
Glyma.14G156700,21.41255297,-1.181122414,0.365297336,-3.233317891,0.001223613,0.043831237,FDR < 0.05
Glyma.08G052800,137.3770002,-1.177233674,0.285791555,-4.119203846,3.80E-05,0.00380783,FDR < 0.05
Glyma.13G217500,145.5663466,1.177123391,0.330253334,3.564304337,0.000364822,0.018853783,FDR < 0.05
Glyma.10G047100,200.7794904,-1.176448171,0.3240708,-3.630219598,0.00028318,0.015722198,FDR < 0.05
Glyma.11G245600,509.2022835,1.176386821,0.277984083,4.231849565,2.32E-05,0.002624509,FDR < 0.05
Glyma.08G280700,299.1602768,1.173706716,0.194197019,6.043896654,1.50E-09,1.56E-06,FDR < 0.05
Glyma.12G027300,1846.207717,1.172564627,0.211926853,5.532874243,3.15E-08,1.83E-05,FDR < 0.05
Glyma.04G228600,255.9342814,1.171782833,0.249010028,4.705765635,2.53E-06,0.000478279,FDR < 0.05
Glyma.03G154700,1505.651951,1.167062118,0.245625067,4.751396642,2.02E-06,0.000411252,FDR < 0.05
Glyma.17G104600,167.9245153,1.163723366,0.353581352,3.29124644,0.000997445,0.038467009,FDR < 0.05
Glyma.18G268600,1103.80611,1.163395443,0.268387814,4.334755092,1.46E-05,0.001861711,FDR < 0.05
Glyma.15G076800,230.872472,1.163046115,0.187830747,6.191990054,5.94E-10,6.71E-07,FDR < 0.05
Glyma.14G079100,1223.640623,1.160450333,0.235727645,4.922843616,8.53E-07,0.000231725,FDR < 0.05
Glyma.08G159500,3275.446322,1.154844974,0.262428205,4.400613006,1.08E-05,0.001492171,FDR < 0.05
Glyma.05G076800,1001.580269,-1.148180673,0.165051092,-6.956516678,3.49E-12,7.64E-09,FDR < 0.05
Glyma.09G126300,4387.974592,1.14345618,0.224018492,5.104293723,3.32E-07,0.000112889,FDR < 0.05
Glyma.02G082500,46.53916336,-1.142282656,0.337200075,-3.38755161,0.000705194,0.030619249,FDR < 0.05
Glyma.13G250100,75.43020532,1.141958883,0.319690987,3.572070937,0.000354169,0.018436774,FDR < 0.05
Glyma.17G030700,319.1423409,1.141625741,0.312938739,3.648080591,0.000264207,0.014981368,FDR < 0.05
Glyma.01G213000,73.18719562,-1.137431845,0.350827014,-3.242144422,0.001186339,0.043244489,FDR < 0.05
Glyma.10G136300,38.75125163,-1.136616871,0.318677122,-3.56667232,0.000361543,0.01873286,FDR < 0.05
Glyma.11G087400,841.4206124,1.136563865,0.253369845,4.485789798,7.26E-06,0.001086864,FDR < 0.05
Glyma.08G354600,116.6861317,1.134107435,0.212098917,5.347068475,8.94E-08,3.88E-05,FDR < 0.05
Glyma.08G042800,82.08168318,1.13402821,0.270059314,4.199182004,2.68E-05,0.002892648,FDR < 0.05
Glyma.20G114500,4612.92679,1.132849652,0.251653387,4.501626885,6.74E-06,0.001025402,FDR < 0.05
Glyma.18G211400,659.1945158,1.132103671,0.221845196,5.103124575,3.34E-07,0.000112889,FDR < 0.05
Glyma.09G012300,117.4492992,-1.132062135,0.332267687,-3.407078633,0.000656622,0.029295567,FDR < 0.05
Glyma.03G260300,142.7286723,-1.128642843,0.282137644,-4.000327028,6.33E-05,0.005367886,FDR < 0.05
Glyma.13G200400,316.4567211,-1.12199261,0.334889577,-3.350336013,0.000807136,0.033492744,FDR < 0.05
Glyma.06G160600,118.8632105,1.120250717,0.313064399,3.578339542,0.000345784,0.018092471,FDR < 0.05
Glyma.19G216400,119.1907012,1.119332812,0.281288521,3.979304976,6.91E-05,0.005734712,FDR < 0.05
Glyma.06G149900,110.8011195,1.118294833,0.177096149,6.314619726,2.71E-10,3.48E-07,FDR < 0.05
Glyma.02G107900,94.49103351,-1.118122202,0.333922162,-3.348451615,0.000812645,0.033638073,FDR < 0.05
Glyma.15G143100,1062.858319,1.117780126,0.222987769,5.012741863,5.37E-07,0.000159924,FDR < 0.05
Glyma.09G229200,154.001726,1.111184343,0.286555798,3.877724171,0.000105438,0.007755898,FDR < 0.05
Glyma.13G081700,501.0193263,1.108043257,0.290339759,3.816367632,0.000135431,0.009174476,FDR < 0.05
Glyma.15G205900,123.973154,-1.10758885,0.314293413,-3.524060017,0.000424988,0.021251681,FDR < 0.05
Glyma.06G094300,1001.53691,1.10500043,0.205793984,5.369449629,7.90E-08,3.63E-05,FDR < 0.05
Glyma.11G093500,410.8032118,1.103099711,0.247131263,4.463618639,8.06E-06,0.001168166,FDR < 0.05
Glyma.04G207800,2939.131345,1.101980898,0.218178207,5.050829374,4.40E-07,0.000136566,FDR < 0.05
Glyma.06G170300,393.7897962,-1.096411162,0.325766358,-3.365636553,0.000763673,0.032292688,FDR < 0.05
Glyma.11G125700,68.84609214,1.094767887,0.28697191,3.814895636,0.00013624,0.009194753,FDR < 0.05
Glyma.06G062100,227.0549375,1.092485508,0.316545673,3.451272913,0.000557949,0.026126834,FDR < 0.05
Glyma.08G025800,497.2923184,1.09156303,0.212387875,5.139479041,2.76E-07,9.68E-05,FDR < 0.05
Glyma.03G249900,107.9400723,-1.090510153,0.303097337,-3.597887611,0.000320812,0.017024982,FDR < 0.05
Glyma.01G027600,61.32974322,1.087860358,0.254063543,4.281843607,1.85E-05,0.002213165,FDR < 0.05
Glyma.08G345900,1011.303367,1.084769945,0.264604668,4.099587327,4.14E-05,0.003956477,FDR < 0.05
Glyma.01G206700,48.50245178,1.084425832,0.31823604,3.407614778,0.000655333,0.029295567,FDR < 0.05
Glyma.19G141100,50.00469695,-1.083995033,0.338022381,-3.206873545,0.00134186,0.046762993,FDR < 0.05
Glyma.06G208200,412.2115381,1.082151108,0.244992482,4.417078842,1.00E-05,0.001417122,FDR < 0.05
Glyma.17G091300,685.6784476,1.0804246,0.265991086,4.061882738,4.87E-05,0.004423097,FDR < 0.05
Glyma.02G181300,440.2013628,1.080229653,0.197681108,5.464506263,4.64E-08,2.34E-05,FDR < 0.05
Glyma.15G061600,1216.142611,1.077034323,0.235107865,4.581022097,4.63E-06,0.000756042,FDR < 0.05
Glyma.20G170500,390.4347063,1.075333208,0.220088212,4.885919133,1.03E-06,0.000260898,FDR < 0.05
Glyma.16G062000,536.5729005,1.070709006,0.299261279,3.577840104,0.000346445,0.018101644,FDR < 0.05
Glyma.04G082300,119.6432797,-1.067501622,0.329202029,-3.242694539,0.001184051,0.043203359,FDR < 0.05
Glyma.03G264800,28.92134906,-1.067124588,0.295886104,-3.606538376,0.000310309,0.016609556,FDR < 0.05
Glyma.10G193500,1998.186147,1.065773468,0.295739384,3.603759004,0.000313648,0.01674017,FDR < 0.05
Glyma.13G236600,219.3070711,1.065585069,0.33311197,3.198879552,0.001379628,0.047677792,FDR < 0.05
Glyma.13G117000,122.3270226,-1.064897636,0.299410544,-3.556647073,0.000375618,0.019266516,FDR < 0.05
Glyma.02G004600,50.42354424,-1.064638645,0.332038205,-3.206373934,0.001344192,0.04680049,FDR < 0.05
Glyma.20G196900,4842.927641,1.061965101,0.280238783,3.789500831,0.00015095,0.009953102,FDR < 0.05
Glyma.18G023300,808.3725917,1.060662686,0.242098839,4.381114303,1.18E-05,0.001587987,FDR < 0.05
Glyma.05G114400,133.5952985,1.058240141,0.226046783,4.681509403,2.85E-06,0.00052519,FDR < 0.05
Glyma.17G002100,862.4932366,1.057925352,0.219874665,4.811492739,1.50E-06,0.0003362,FDR < 0.05
Glyma.17G107300,72.10705817,1.057578946,0.278115637,3.802659056,0.000143151,0.009540176,FDR < 0.05
Glyma.13G214600,10522.85768,1.056249986,0.228304457,4.626497434,3.72E-06,0.000635602,FDR < 0.05
Glyma.18G192400,82.90013208,1.055403212,0.229207647,4.604572435,4.13E-06,0.000699891,FDR < 0.05
Glyma.14G000100,64.88971962,-1.054750801,0.215627871,-4.891532778,1.00E-06,0.000255301,FDR < 0.05
Glyma.11G233700,2517.580169,1.054324788,0.227776733,4.628764199,3.68E-06,0.000635602,FDR < 0.05
Glyma.05G162800,200.8927653,1.054002258,0.253396328,4.15950091,3.19E-05,0.003325851,FDR < 0.05
Glyma.18G150000,195.7474418,-1.053549131,0.265786842,-3.963887471,7.37E-05,0.005949255,FDR < 0.05
Glyma.08G224100,238.4922043,-1.051852706,0.313302368,-3.357308505,0.000787052,0.032870909,FDR < 0.05
Glyma.08G160200,48.76005898,1.051494523,0.258231695,4.071903419,4.66E-05,0.004321088,FDR < 0.05
Glyma.03G092700,1468.680647,1.050870122,0.206216871,5.095946412,3.47E-07,0.000115422,FDR < 0.05
Glyma.08G147400,74.69918741,1.050868351,0.235306135,4.465962399,7.97E-06,0.001159962,FDR < 0.05
Glyma.12G147600,195.8292969,1.047408959,0.216874261,4.82956786,1.37E-06,0.000320595,FDR < 0.05
Glyma.10G215400,1906.099832,1.045571252,0.235856102,4.433089688,9.29E-06,0.001325903,FDR < 0.05
Glyma.19G119000,635.7199142,1.041746626,0.205956461,5.05809151,4.23E-07,0.000132572,FDR < 0.05
Glyma.09G038000,22.14772621,1.04119456,0.256850354,4.053701096,5.04E-05,0.004514685,FDR < 0.05
Glyma.17G231400,625.094876,1.038326233,0.253198663,4.100836165,4.12E-05,0.003952572,FDR < 0.05
Glyma.19G083600,387.8059579,1.037434599,0.210414531,4.930432289,8.20E-07,0.000224751,FDR < 0.05
Glyma.06G082800,216.4088348,1.036828086,0.253539549,4.089413621,4.32E-05,0.004068448,FDR < 0.05
Glyma.19G262600,592.029375,1.035422095,0.228786527,4.525712712,6.02E-06,0.00093669,FDR < 0.05
Glyma.19G019200,121.0872317,-1.033351068,0.163546133,-6.318407205,2.64E-10,3.48E-07,FDR < 0.05
Glyma.03G188400,418.5646934,1.032872716,0.295004836,3.501206045,0.000463158,0.022733167,FDR < 0.05
Glyma.18G196000,630.3606274,1.032096408,0.171257847,6.026564198,1.67E-09,1.69E-06,FDR < 0.05
Glyma.05G170300,93.66103628,1.029553864,0.225253972,4.570635786,4.86E-06,0.000791032,FDR < 0.05
Glyma.08G161900,67.24731881,1.028498887,0.233948788,4.396256527,1.10E-05,0.001508428,FDR < 0.05
Glyma.06G012500,534.75825,1.028210426,0.271446104,3.787899,0.000151927,0.009967194,FDR < 0.05
Glyma.05G011700,103.5207401,1.027809604,0.250720871,4.099417813,4.14E-05,0.003956477,FDR < 0.05
Glyma.15G037000,49.71412057,1.026769721,0.266500025,3.852794087,0.000116778,0.00825509,FDR < 0.05
Glyma.13G152500,709.4497492,1.026585391,0.265895999,3.860853091,0.000112992,0.00806398,FDR < 0.05
Glyma.15G276300,1538.795118,1.025135494,0.196247273,5.223692952,1.75E-07,6.74E-05,FDR < 0.05
Glyma.10G279500,123.9486689,1.024814453,0.193127426,5.306415932,1.12E-07,4.53E-05,FDR < 0.05
Glyma.05G000900,529.1816492,1.021793451,0.277384411,3.683672944,0.000229897,0.013650625,FDR < 0.05
Glyma.05G236400,1256.483243,1.021496968,0.272600701,3.74722796,0.0001788,0.011347529,FDR < 0.05
Glyma.06G113200,391.0367556,-1.02041526,0.307625468,-3.317070163,0.000909668,0.035937179,FDR < 0.05
Glyma.09G008200,122.1540101,1.020220806,0.238657931,4.274824656,1.91E-05,0.002269502,FDR < 0.05
Glyma.01G146300,193.6792133,1.016982777,0.18558494,5.479877701,4.26E-08,2.20E-05,FDR < 0.05
Glyma.15G036900,234.4860638,1.015778338,0.244972452,4.146500272,3.38E-05,0.003455163,FDR < 0.05
Glyma.06G196300,158.5670834,1.015778019,0.183768941,5.52747387,3.25E-08,1.86E-05,FDR < 0.05
Glyma.17G006100,770.1119946,-1.015658492,0.189801351,-5.35116577,8.74E-08,3.88E-05,FDR < 0.05
Glyma.06G158200,56.49417893,-1.014972606,0.249297083,-4.071337669,4.67E-05,0.004321088,FDR < 0.05
Glyma.19G050700,131.6003079,1.013270414,0.23947829,4.231157715,2.32E-05,0.002624619,FDR < 0.05
Glyma.11G194600,507.381062,1.013006724,0.222447762,4.55390836,5.27E-06,0.000849235,FDR < 0.05
Glyma.08G344000,39.35177781,-1.007937412,0.230790676,-4.367322942,1.26E-05,0.001652834,FDR < 0.05
Glyma.03G130100,859.8242594,1.006817755,0.225144814,4.471867406,7.75E-06,0.001141762,FDR < 0.05
Glyma.13G332500,69.04527904,1.005048388,0.268185275,3.747589754,0.000178542,0.011347529,FDR < 0.05
Glyma.20G176300,1425.783271,1.003508711,0.221143342,4.537820143,5.68E-06,0.000903856,FDR < 0.05
Glyma.02G139000,60.53917351,-1.002736191,0.214149281,-4.682416804,2.84E-06,0.00052519,FDR < 0.05
Glyma.06G283800,51.90988425,-1.000581727,0.300043069,-3.334793664,0.000853627,0.03464164,FDR < 0.05
Glyma.07G071300,23.83371003,0.999649196,0.288090333,3.469915795,0.000520622,0.024770416,FDR < 0.05
Glyma.19G000900,766.1105065,0.99866081,0.211755124,4.716111668,2.40E-06,0.000462427,FDR < 0.05
Glyma.15G020800,131.7132316,0.998527486,0.277272601,3.601248309,0.000316693,0.016844318,FDR < 0.05
Glyma.04G219200,109.5587377,-0.998446417,0.313892146,-3.180858235,0.001468395,0.049730523,FDR < 0.05
Glyma.18G065900,80.74411378,-0.99579713,0.248469423,-4.007725049,6.13E-05,0.005238325,FDR < 0.05
Glyma.01G222000,71.77667427,0.995654762,0.241955761,4.115028126,3.87E-05,0.003842753,FDR < 0.05
Glyma.04G252900,157.5594867,0.994367399,0.165763969,5.998694431,1.99E-09,1.95E-06,FDR < 0.05
Glyma.11G036900,124.4720607,0.992949796,0.309969468,3.203379362,0.001358249,0.047157708,FDR < 0.05
Glyma.01G131500,623.9066047,0.992341609,0.241885239,4.102530663,4.09E-05,0.003949754,FDR < 0.05
Glyma.01G046200,595.4497721,0.992284871,0.202673755,4.895971206,9.78E-07,0.000253072,FDR < 0.05
Glyma.05G168600,51.71842853,0.989677415,0.287683695,3.440158177,0.000581374,0.026938456,FDR < 0.05
Glyma.08G096300,760.5867853,0.988175725,0.208832546,4.731904787,2.22E-06,0.000440752,FDR < 0.05
Glyma.18G195700,1582.210545,0.986767495,0.19382574,5.091003376,3.56E-07,0.000117424,FDR < 0.05
Glyma.19G150400,282.503014,0.986514584,0.199905518,4.934904226,8.02E-07,0.00022294,FDR < 0.05
Glyma.03G088500,208.2497309,0.985803309,0.224466638,4.391758688,1.12E-05,0.001534339,FDR < 0.05
Glyma.04G132400,68.1850069,-0.984177141,0.258608632,-3.805662368,0.000141425,0.009442033,FDR < 0.05
Glyma.12G218300,586.5236273,0.980522288,0.305549298,3.209047753,0.001331754,0.0464978,FDR < 0.05
Glyma.05G240100,204.0771704,0.979877125,0.229688028,4.266121887,1.99E-05,0.002344882,FDR < 0.05
Glyma.12G210600,43.21866165,-0.979447893,0.286635726,-3.417047509,0.000633042,0.028603498,FDR < 0.05
Glyma.12G020000,407.3323583,0.975598816,0.293616192,3.322701009,0.000891504,0.035407351,FDR < 0.05
Glyma.08G056400,177.743093,0.975440015,0.221017509,4.413406069,1.02E-05,0.001435928,FDR < 0.05
Glyma.11G136400,23.5038046,-0.973758236,0.284261949,-3.425566586,0.000613519,0.028002415,FDR < 0.05
Glyma.02G282400,408.4958101,0.971757503,0.187847734,5.173112732,2.30E-07,8.33E-05,FDR < 0.05
Glyma.14G219000,40.26389652,0.971349659,0.254870647,3.811147616,0.000138323,0.009301606,FDR < 0.05
Glyma.17G032300,887.5484883,0.969224077,0.228627556,4.239314346,2.24E-05,0.00256211,FDR < 0.05
Glyma.07G253100,76.9302493,-0.967315346,0.286421647,-3.377242459,0.000732165,0.03138788,FDR < 0.05
Glyma.09G273200,211.0688597,0.966288709,0.267685225,3.609794709,0.000306439,0.016545065,FDR < 0.05
Glyma.20G121500,299.1782655,-0.965954947,0.296597665,-3.256785405,0.001126816,0.042107018,FDR < 0.05
